No.,Reference,Study ID,Date,Year,Mean - Experiment,Mean - Control,SE - Experiment,SE - Control,Log RR Effect Size,SE Log RR Effect Size,Location,Years,Replication,Type of Response,Experiment Type,Natural,Type of Treatment,Treat Score,Exclosure?,E ,% Change in #,Prey origin,Prey type(s),Pred. origin,Predator type,Prey Gen Time,Pred Max Range,Mult Pred,Predator Diversity,Prey Diversity,Harvested?,Near K?,Prey Mass,Pred Mass,Predator-prey Ratio,Spatial Scale (km2),Temporal Scale (months),Sample Size - Experiment Plots,Sample Size - Control Plots,Sample Size - experimental years,Sample size - control years,K,Other Notes
8,"Bartmann, White, & Carpenter. 1992. Wildl. Monogr.",5,1985,2,0.355,0.055,0.065,0.031,1.864784604,0.746734955,"Northwest Colorado, USA",1985-1987,u,fawn survival,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,NA,native,mule deer,native,coyote,90,100,0,3,4,Yes,Yes,96.4,13.8,0.143153527,140,36,1,1,3,4,2768.5,
8,"Bartmann, White, & Carpenter. 1992. Wildl. Monogr.",5,1985,3,0.119,0.092,0.042,0.039,0.257334916,0.77685422,"Northwest Colorado, USA",1985-1987,u,fawn survival,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,NA,native,mule deer,native,coyote,90,100,0,3,4,Yes,Yes,96.4,13.8,0.143153527,140,36,1,1,3,4,2768.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,1,4.8,17.1,0.5,1.83,-1.270462546,0.211184211,"Vancouver Island, BC, Canada",1983-1990,u,density,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,2,6,13.6,0.73,1.21,-0.818310324,0.210637255,"Vancouver Island, BC, Canada",1983-1990,u,density,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,3,6.1,9.1,0.72,0.91,-0.399985642,0.218032787,"Vancouver Island, BC, Canada",1983-1990,u,density,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,4,6,7.1,0.77,0.78,-0.168335315,0.238192488,"Vancouver Island, BC, Canada",1983-1990,u,density,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,5,7.4,4.6,0.85,0.46,0.475423697,0.214864865,"Vancouver Island, BC, Canada",1983-1990,u,density,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,6,10.9,5.4,0.95,0.71,0.702363836,0.218637445,"Vancouver Island, BC, Canada",1983-1990,u,density,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,7,11.9,3.5,1.04,0.41,1.223775432,0.204537815,"Vancouver Island, BC, Canada",1983-1990,u,density,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,1,0.192,0.111,0.0276,0.0176,0.547965171,0.302308559,"Vancouver Island, BC, Canada",1983-1990,u,recruitment,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,2,0.248,0.118,0.023,0.0176,0.742744122,0.241894478,"Vancouver Island, BC, Canada",1983-1990,u,recruitment,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,3,0.249,0.074,0.0308,0.0165,1.213387803,0.346667752,"Vancouver Island, BC, Canada",1983-1990,u,recruitment,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,4,0.21,0.067,0.021,0.0122,1.142414911,0.282089552,"Vancouver Island, BC, Canada",1983-1990,u,recruitment,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,5,0.215,0.095,0.017,0.0132,0.816761137,0.218017136,"Vancouver Island, BC, Canada",1983-1990,u,recruitment,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,6,0.262,0.113,0.0214,0.017,0.840956685,0.232121867,"Vancouver Island, BC, Canada",1983-1990,u,recruitment,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
9,Hatter & Janz. 1994. Can. J. Zool.,6,1983,7,0.248,0.041,0.015,0.0278,1.799856679,0.738532651,"Vancouver Island, BC, Canada",1983-1990,u,recruitment,BA,No,"aerial shooting, trapping",3,Open,High,89,native,black-tailed deer,native,wolf,90,6200,0,3,2,Yes,No,91,52,0.571428571,2400,84,1,1,7,7,12115.5,
10,"McKinney, Smith, & deVos Jr. 2006. Wildl. Monogr.",7,1999,1,4,9.4,NA,NA,-0.854415328,NA,"Central Arizona, USA",1999-2003,u,density,BA,No,harvest,1,Open,High,NA,re-introduced,bighorn sheep,native,mountain lion,87,1000,0,3,4,Yes,No,68,64.4,0.947058824,536,54,1,1,4,6,2357.5,
10,"McKinney, Smith, & deVos Jr. 2006. Wildl. Monogr.",7,1999,2,5.4,4.5,NA,NA,0.182321557,NA,"Central Arizona, USA",1999-2003,u,density,BA,No,harvest,1,Open,High,NA,re-introduced,bighorn sheep,native,mountain lion,87,1000,0,3,4,Yes,No,68,64.4,0.947058824,536,54,1,1,4,6,2357.5,
10,"McKinney, Smith, & deVos Jr. 2006. Wildl. Monogr.",7,1999,3,9.1,6.6,NA,NA,0.321204764,NA,"Central Arizona, USA",1999-2003,u,density,BA,No,harvest,1,Open,High,NA,re-introduced,bighorn sheep,native,mountain lion,87,1000,0,3,4,Yes,No,68,64.4,0.947058824,536,54,1,1,4,6,2357.5,
10,"McKinney, Smith, & deVos Jr. 2006. Wildl. Monogr.",7,1999,4,7.9,6.7,NA,NA,0.164755233,NA,"Central Arizona, USA",1999-2003,u,density,BA,No,harvest,1,Open,High,NA,re-introduced,bighorn sheep,native,mountain lion,87,1000,0,3,4,Yes,No,68,64.4,0.947058824,536,54,1,1,4,6,2357.5,
11,Potvin et al. 1992b. Can. J. Zool.,8,1984,1,22,25,2,2,-0.127833372,0.170909091,"Southern Quebec, Canada",1984-1986,u,density,BACI,No,aerial shooting,3,Open,High,71,native,white-tailed deer,native,wolf,90,6200,0,2,2,Yes,NA,57,52,0.912280702,745,36,2,1,1,1,12232.5,
11,Potvin et al. 1992b. Can. J. Zool.,8,1984,1,0.7525,0.44,NA,NA,0.53662627,NA,"Southern Quebec, Canada",1984-1986,u,density,BACI,No,aerial shooting,3,Open,High,71,native,white-tailed deer,native,wolf,90,6200,0,2,2,Yes,NA,57,52,0.912280702,745,36,2,1,1,1,12232.5,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,1,1.15,1.01,0.061969538,0.244723404,0.129811612,0.296186955,"Southwest Yukon, Canada",1993-1998,u,growth rate,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,1,1,2363,"Lambda is different sample size than AS, CC, etc."
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,1,0.896,0.939,0.053061224,0.031122449,-0.046875066,0.092364365,"Southwest Yukon, Canada",1993-1998,u,adult survival,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,2,0.885,0.876,0.051020408,0.057397959,0.010221554,0.123172963,"Southwest Yukon, Canada",1993-1998,u,adult survival,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,3,0.857,0.7315,0.054591837,0.079081633,0.158340698,0.171809955,"Southwest Yukon, Canada",1993-1998,u,adult survival,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,4,0.94,0.8715,0.030612245,0.050510204,0.07566401,0.090523997,"Southwest Yukon, Canada",1993-1998,u,adult survival,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,5,0.906,0.9355,0.042857143,0.050765306,-0.03204184,0.101569116,"Southwest Yukon, Canada",1993-1998,u,adult survival,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,1,0.39,0.27,NA,NA,0.36772478,NA,"Southwest Yukon, Canada",1993-1998,u,calf-cow ratios,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,2,0.38,0.286666667,NA,NA,0.281851152,NA,"Southwest Yukon, Canada",1993-1998,u,calf-cow ratios,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,3,0.42,0.233333333,NA,NA,0.587786665,NA,"Southwest Yukon, Canada",1993-1998,u,calf-cow ratios,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,4,0.47,0.232666667,NA,NA,0.703125881,NA,"Southwest Yukon, Canada",1993-1998,u,calf-cow ratios,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
12,Hayes et al. 2003. Wildl. Monogr.,9,1993,5,0.45,0.28,NA,NA,0.47445798,NA,"Southwest Yukon, Canada",1993-1998,u,calf-cow ratios,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,caribou,native,wolf,89,6200,0,6,5,No,No,170,52,0.305882353,20000,60,1,3,5,5,2363,
13,Hayes et al. 2003. Wildl. Monogr.,9,1993,1,1.175,1.055,0.122937956,0.109896667,0.107727381,0.208795505,"Southwest Yukon, Canada",1993-1998,r,growth rate,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,moose,native,wolf,124,6200,0,6,5,No,No,454,52,0.114537445,20000,60,2,2,1,1,2363,
13,Hayes et al. 2003. Wildl. Monogr.,9,1993,1,0.975,0.92,NA,NA,0.058063801,NA,"Southwest Yukon, Canada",1993-1998,r,adult survival,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,moose,native,wolf,124,6200,0,6,5,No,No,454,52,0.114537445,20000,60,2,2,1,1,2363,
13,Hayes et al. 2003. Wildl. Monogr.,9,1993,1,0.188,0.157,0.02006079,0.027355623,0.180196157,0.280945969,"Southwest Yukon, Canada",1993-1998,r,recruitment,BACI,No,"aerial shooting, trapping",3,Open,High,76,native,moose,native,wolf,124,6200,0,6,5,No,No,454,52,0.114537445,20000,60,2,2,1,1,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,1,271,698,NA,NA,-0.946100282,NA,"Southwest Yukon, Canada",1993-1998,r,abundance,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,ask mark about this…
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,2,430,928,NA,NA,-0.769246524,NA,"Southwest Yukon, Canada",1993-1998,r,abundance,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,3,403,962,NA,NA,-0.870077889,NA,"Southwest Yukon, Canada",1993-1998,r,abundance,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,4,477,369,NA,NA,0.256719847,NA,"Southwest Yukon, Canada",1993-1998,r,abundance,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,5,488,376,NA,NA,0.260726262,NA,"Southwest Yukon, Canada",1993-1998,r,abundance,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,6,579,437,NA,NA,0.281369282,NA,"Southwest Yukon, Canada",1993-1998,r,abundance,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,7,430,406,NA,NA,0.057432049,NA,"Southwest Yukon, Canada",1993-1998,r,abundance,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,8,627,369,NA,NA,0.530149897,NA,"Southwest Yukon, Canada",1993-1998,r,abundance,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,1,0.161,0.1496,NA,NA,0.073439299,NA,"Southwest Yukon, Canada",1993-1998,r,calf-cow ratios,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,2,0.3874,0.2905,NA,NA,0.287854175,NA,"Southwest Yukon, Canada",1993-1998,r,calf-cow ratios,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,3,0.2226,0.133,NA,NA,0.515027311,NA,"Southwest Yukon, Canada",1993-1998,r,calf-cow ratios,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,4,0.2402,0.148,NA,NA,0.484259636,NA,"Southwest Yukon, Canada",1993-1998,r,calf-cow ratios,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,5,0.3245,0.371,NA,NA,-0.133916526,NA,"Southwest Yukon, Canada",1993-1998,r,calf-cow ratios,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,6,0.2415,0.345,NA,NA,-0.356674944,NA,"Southwest Yukon, Canada",1993-1998,r,calf-cow ratios,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,7,0.3182,0.2276,NA,NA,0.335090414,NA,"Southwest Yukon, Canada",1993-1998,r,calf-cow ratios,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
14,Hayes et al. 2003. Wildl. Monogr.,9,1993,8,0.29,0.2213,NA,NA,0.270361676,NA,"Southwest Yukon, Canada",1993-1998,r,calf-cow ratios,BA,No,"aerial shooting, trapping",3,Open,High,76,native,dall sheep,native,wolf,78,6200,0,6,5,Yes,No,68,52,0.764705882,20000,60,2,2,8,8,2363,
15,Beasom. 1974. J. Wildl. Manag.,10,1971,1,6.29,3.25,NA,NA,0.660306074,NA,"Southern Texas, USA",1971-1972,u,density,SEC,No,"trapping, ground shooting",2,Open,High,NA,native,white-tailed deer,native,"coyote, bobcat",90,100,1,2,1,Yes,NA,57,11.4,0.2,21.86,18,1,1,2,2,8639.5,
15,Beasom. 1974. J. Wildl. Manag.,10,1971,2,8.04,3.17,NA,NA,0.930697495,NA,"Southern Texas, USA",1971-1972,u,density,SEC,No,"trapping, ground shooting",2,Open,High,NA,native,white-tailed deer,native,"coyote, bobcat",90,100,1,2,1,Yes,NA,57,11.4,0.2,21.86,18,1,1,2,2,8639.5,
15,Beasom. 1974. J. Wildl. Manag.,10,1971,1,0.46835443,0.117647059,NA,NA,1.381536224,NA,"Southern Texas, USA",1971-1972,u,calf-cow ratios,SEC,No,"trapping, ground shooting",2,Open,High,NA,native,white-tailed deer,native,"coyote, bobcat",90,100,1,2,1,Yes,NA,57,11.4,0.2,21.86,18,1,1,2,2,8639.5,
15,Beasom. 1974. J. Wildl. Manag.,10,1971,2,0.821428571,0.319148936,NA,NA,0.945387106,NA,"Southern Texas, USA",1971-1972,u,calf-cow ratios,SEC,No,"trapping, ground shooting",2,Open,High,NA,native,white-tailed deer,native,"coyote, bobcat",90,100,1,2,1,Yes,NA,57,11.4,0.2,21.86,18,1,1,2,2,8639.5,
16,"Austin, Urness, & Wolfe. 1977. Great Basin Nat.",11,1973,1,0.49,0.29,NA,NA,0.524524468,NA,"Northeastern Utah, USA",1973-1975,u,calf-cow ratios,SEC,No,"trapping, ground shooting, harvest",2,Open,High,NA,native,mule deer,native,coyote,90,100,0,3,3,Yes,No,96.4,13.8,0.143153527,29.8,36,1,1,3,3,2707,
16,"Austin, Urness, & Wolfe. 1977. Great Basin Nat.",11,1973,2,0.5,0.31,NA,NA,0.478035801,NA,"Northeastern Utah, USA",1973-1975,u,calf-cow ratios,SEC,No,"trapping, ground shooting, harvest",2,Open,High,NA,native,mule deer,native,coyote,90,100,0,3,3,Yes,No,96.4,13.8,0.143153527,29.8,36,1,1,3,3,2707,
16,"Austin, Urness, & Wolfe. 1977. Great Basin Nat.",11,1973,3,0.79,0.27,NA,NA,1.073610986,NA,"Northeastern Utah, USA",1973-1975,u,calf-cow ratios,SEC,No,"trapping, ground shooting, harvest",2,Open,High,NA,native,mule deer,native,coyote,90,100,0,3,3,Yes,No,96.4,13.8,0.143153527,29.8,36,1,1,3,3,2707,
17,"Smith, Neff, & Woolsey. 1986. Wildl. Soc. Bull",12,1981,1,453,296,NA,NA,0.425532671,NA,"Northcentral Arizona, USA",1981-1983,u,abundance,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,30,native,pronghorn,native,coyote,55,100,0,1,1,Yes,NA,50,13.8,0.276,490,36,1,1,3,4,2707,
17,"Smith, Neff, & Woolsey. 1986. Wildl. Soc. Bull",12,1981,2,637,223,NA,NA,1.049597884,NA,"Northcentral Arizona, USA",1981-1983,u,abundance,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,30,native,pronghorn,native,coyote,55,100,0,1,1,Yes,NA,50,13.8,0.276,490,36,1,1,3,4,2707,
17,"Smith, Neff, & Woolsey. 1986. Wildl. Soc. Bull",12,1981,3,842,288,NA,NA,1.072819534,NA,"Northcentral Arizona, USA",1981-1983,u,abundance,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,30,native,pronghorn,native,coyote,55,100,0,1,1,Yes,NA,50,13.8,0.276,490,36,1,1,3,4,2707,
17,"Smith, Neff, & Woolsey. 1986. Wildl. Soc. Bull",12,1981,1,49,28,NA,NA,0.559615788,NA,"Northcentral Arizona, USA",1981-1983,u,calf-cow ratios,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,30,native,pronghorn,native,coyote,55,100,0,1,1,Yes,NA,50,13.8,0.276,490,36,1,1,3,4,2707,
17,"Smith, Neff, & Woolsey. 1986. Wildl. Soc. Bull",12,1981,2,69,7,NA,NA,2.288196356,NA,"Northcentral Arizona, USA",1981-1983,u,calf-cow ratios,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,30,native,pronghorn,native,coyote,55,100,0,1,1,Yes,NA,50,13.8,0.276,490,36,1,1,3,4,2707,
17,"Smith, Neff, & Woolsey. 1986. Wildl. Soc. Bull",12,1981,3,67,43,NA,NA,0.443492504,NA,"Northcentral Arizona, USA",1981-1983,u,calf-cow ratios,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,30,native,pronghorn,native,coyote,55,100,0,1,1,Yes,NA,50,13.8,0.276,490,36,1,1,3,4,2707,
18,Tatman et al. 2018. J. Wildl. Manag.,13,2009,1,0.47,0.35,0.06,0.09,0.29479954,0.384802432,"Northern New Mexico, USA",2009-2012,u,fawn survival,BA,No,harvest,1,Open,High,NA,native,elk,native,black bear,170,150,0,3,3,Yes,No,279,170,0.609318996,1230,24,1,1,2,2,4502.5,
18,Tatman et al. 2018. J. Wildl. Manag.,13,2009,2,0.44,0.33,0.05,0.07,0.287682072,0.325757576,"Northern New Mexico, USA",2009-2012,u,fawn survival,BA,No,harvest,1,Open,High,NA,native,elk,native,black bear,170,150,0,3,3,Yes,No,279,170,0.609318996,1230,24,1,1,2,2,4502.5,
19,Kilgo et al. 2014. J. Wildl. Manag.,14,2006,1,0.382333333,0.228,0.074659864,0.048469388,0.5169472,0.407859308,"South Carolina, USA",2006-2012,u,16 week neonate survival,BA,No,"trapping, ground shooting",2,Open,High,78,native,white-tailed deer,introduced,coyote,90,100,0,2,1,Yes,No,57,13.8,0.242105263,32,36,1,1,3,4,20227,do not give the controls - so I'm collapsing time similar to space - contact author?
20,Gulsby et al. 2015. Wildl. Soc. Bull.,15,2011,1,1.013,0.767,0.14744898,0.1375,0.278184703,0.324826625,"Central Georgia, USA",2011-2012,u,recruitment,BA,No,trapping,2,Open,High,52.5,native,white-tailed deer,introduced,coyote,90,100,0,3,1,Yes,No,57,13.8,0.242105263,160,24,2,2,2,2,19743,
20,Gulsby et al. 2015. Wildl. Soc. Bull.,15,2011,2,0.8455,0.724,0.191071429,0.091836735,0.155136776,0.352832633,"Central Georgia, USA",2011-2012,u,recruitment,BA,No,trapping,2,Open,High,52.5,native,white-tailed deer,introduced,coyote,90,100,0,3,1,Yes,No,57,13.8,0.242105263,160,24,2,2,2,2,19743,
21,Watine & Giuliano. 2016. Nat'l Resources.,16,2012,1,0.499,0.249,0.20668693,0.137386018,0.695153199,0.965953342,"Florida-Georgia, USA",2012-2013,r,12 week neonate survival,SEC,No,"ground shooting, trapping, harvest",2,Open,NA,NA,native,white-tailed deer,introduced,coyote,90,100,0,3,1,Yes,NA,57,13.8,0.242105263,30,24,1,1,2,2,21737,average over time and space - contact authors
22,Howze et al. 2009. Proc. Annu. Conf. SEAFWA,17,2008,1,0.29,0.38,NA,NA,-0.27029033,NA,"Southwestern Georgia, USA",2008,u,calf-cow ratios,BACI,No,trapping,2,Open,Low,38.5,native,white-tailed deer,introduced,"coyote, bobcat",90,100,1,3,1,Yes,No,57,11.4,0.2,42,8,1,1,1,1,20082.5,
23,Vangilder. 2008. MSc Thesis,18,2006,1,0.72,0.295,NA,NA,0.892275856,NA,"Northeastern Alabama, USA",2006-2007,u,calf-cow ratios,BA,No,trapping,2,Open,High,0.333333333,native,white-tailed deer,introduced,"coyote, bobcat",90,100,1,3,1,Yes,NA,57,11.4,0.2,8,6,1,1,1,1,17118,
24,Keever. 2014. MSc Thesis,19,2011,1,5.018,6.423,7.2545,8.201,-0.24685385,2.722513183,"Southeastern Alabama, USA",2011-2013,u,abundance,BA,No,trapping,2,Open,NA,NA,native,white-tailed deer,introduced,coyote,90,100,0,3,1,Yes,No,57,13.8,0.242105263,198,24,1,1,2,1,18040.5,collapsed time
24,Keever. 2014. MSc Thesis,19,2011,1,0.68,0.8,0.827096774,0.933333333,-0.162518929,2.382985452,"Southeastern Alabama, USA",2011-2013,u,calf-cow ratios,BA,No,trapping,2,Open,NA,NA,native,white-tailed deer,introduced,coyote,90,100,0,3,1,Yes,No,57,13.8,0.242105263,198,24,1,1,2,1,18040.5,
25,Guthery & Beasom. 1977. J. Range Manag.,20,1975,1,6.5,4.9,NA,NA,0.282566972,NA,"Southern Texas, USA",1975-1976,u,density,SEC,No,"aerial shooting, trapping, toxicants",4,Open,High,NA,native,white-tailed deer,native,"coyote, bobcat",90,100,1,2,1,Yes,NA,57,11.4,0.2,15.5,24,1,1,2,2,5969.5,
25,Guthery & Beasom. 1977. J. Range Manag.,20,1975,2,6.9,5.5,NA,NA,0.226773319,NA,"Southern Texas, USA",1975-1976,u,density,SEC,No,"aerial shooting, trapping, toxicants",4,Open,High,NA,native,white-tailed deer,native,"coyote, bobcat",90,100,1,2,1,Yes,NA,57,11.4,0.2,15.5,24,1,1,2,2,5969.5,
26,Stewart et al. 1985. Alces.,21,1983,1,61,111,NA,NA,-0.598656337,NA,"Eastcentral Saskatchewan, Canada",1983-1984,r,abundance,SEC,No,"aerial shooting, ground shooting, trapping, toxicants",4,Open,NA,NA,native,moose,native,black bear,124,150,0,2,3,Yes,NA,454,170,0.374449339,130,24,2,2,2,2,6094.5,
